"sep=	"
Shimmer_C736_Timestamp_Unix_CAL	Shimmer_C736_Accel_LN_X_CAL	Shimmer_C736_Accel_LN_Y_CAL	Shimmer_C736_Accel_LN_Z_CAL	Shimmer_C736_Gyro_X_CAL	Shimmer_C736_Gyro_Y_CAL	Shimmer_C736_Gyro_Z_CAL	Shimmer_C736_Mag_X_CAL	Shimmer_C736_Mag_Y_CAL	Shimmer_C736_Mag_Z_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	
1.6342618891246338E12	-3.760869565217391	3.184782608695652	8.826086956521738	-8.045801526717558	36.5648854961832	10.625954198473282	0.40929535232383807	-0.5562218890554722	-0.21589205397301348	
1.634261889144165E12	-3.9456521739130435	3.0217391304347827	8.66304347826087	-5.557251908396946	32.42748091603053	4.198473282442748	0.41529235382308843	-0.5637181409295352	-0.2128935532233883	
1.6342618891636963E12	-3.967391304347826	3.010869565217391	8.554347826086957	0.22900763358778625	28.931297709923662	1.1450381679389312	0.41829085457271364	-0.5592203898050975	-0.19640179910044978	
1.6342618891832275E12	-4.228260869565217	3.2065217391304346	8.51086956521739	5.0534351145038165	24.763358778625953	-2.183206106870229	0.4122938530734633	-0.5622188905547226	-0.19040479760119938	
1.6342618892027588E12	-4.478260869565217	3.358695652173913	8.576086956521738	7.893129770992366	17.099236641221374	-7.938931297709924	0.416791604197901	-0.5622188905547226	-0.19790104947526235	
1.63426188922229E12	-4.554347826086956	3.510869565217391	8.543478260869565	10.366412213740457	6.763358778625954	-15.297709923664122	0.4197901049475262	-0.5577211394302848	-0.1874062968515742	
1.6342618892418213E12	-4.717391304347826	3.2282608695652173	8.619565217391305	14.0	-3.0076335877862594	-24.076335877862594	0.416791604197901	-0.5547226386806596	-0.19040479760119938	
1.6342618892613525E12	-5.0	2.9239130434782608	8.641304347826086	15.83206106870229	-19.557251908396946	-36.01526717557252	0.43178410794602695	-0.5442278860569715	-0.18140929535232383	
1.6342618892808838E12	-4.630434782608695	2.7717391304347827	8.565217391304348	15.557251908396946	-43.81679389312977	-48.213740458015266	0.42728635682158916	-0.5322338830584707	-0.18140929535232383	
1.634261889300415E12	-3.3043478260869565	2.5978260869565215	8.554347826086957	6.641221374045801	-50.045801526717554	-52.19847328244275	0.43178410794602695	-0.527736131934033	-0.18440779610194902	
1.6342618893199463E12	-3.3043478260869565	2.3369565217391304	8.815217391304348	-8.366412213740457	-56.79389312977099	-52.167938931297705	0.43178410794602695	-0.5247376311844077	-0.20089955022488756	
1.6342618893394775E12	-3.3152173913043477	2.0978260869565215	8.76086956521739	-29.84732824427481	-72.83969465648855	-47.00763358778626	0.42728635682158916	-0.512743628185907	-0.20389805097451275	
1.6342618893590088E12	-4.021739130434782	0.6413043478260869	8.315217391304348	-34.51908396946565	-113.46564885496183	-55.12977099236641	0.43628185907046474	-0.5172413793103449	-0.22338830584707645	
1.63426188937854E12	-5.304347826086956	-2.3043478260869565	5.260869565217392	72.32061068702289	-229.8625954198473	-47.96946564885496	0.4122938530734633	-0.5232383808095952	-0.24287856071964017	
1.6342618893980713E12	-0.05434782608695652	2.608695652173913	8.152173913043478	25.175572519083968	-170.36641221374046	-71.19083969465649	0.3988005997001499	-0.5217391304347826	-0.272863568215892	
1.6342618894176025E12	0.3913043478260869	1.7391304347826086	8.130434782608695	-6.488549618320611	-97.3587786259542	-59.45038167938931	0.3868065967016492	-0.5082458770614693	-0.29235382308845576	
1.6342618894371338E12	-0.34782608695652173	-0.043478260869565216	8.184782608695652	0.5801526717557252	-33.343511450381676	-71.43511450381679	0.3793103448275862	-0.5067466266866567	-0.29385307346326833	
1.634261889456665E12	-1.0434782608695652	0.2826086956521739	8.33695652173913	13.96946564885496	7.129770992366412	-75.22137404580153	0.38080959520239877	-0.505247376311844	-0.2983508245877061	
1.6342618894761963E12	-1.5434782608695652	0.717391304347826	8.304347826086957	11.038167938931297	32.732824427480914	-82.59541984732824	0.3793103448275862	-0.4932533733133433	-0.29685157421289354	
1.6342618894957275E12	-3.0543478260869565	0.5760869565217391	8.391304347826086	12.183206106870228	32.58015267175573	-86.19847328244275	0.39280359820089955	-0.4872563718140929	-0.28785607196401797	
1.6342618895152588E12	-4.0978260869565215	0.5652173913043478	8.48913043478261	19.63358778625954	10.534351145038167	-93.09923664122137	0.3958020989505247	-0.48125937031484256	-0.2773613193403298	
1.63426188953479E12	-3.3260869565217392	1.0869565217391304	8.543478260869565	28.106870229007633	-8.885496183206106	-100.13740458015266	0.41529235382308843	-0.472263868065967	-0.27436281859070466	
1.6342618895543213E12	-2.4782608695652173	1.467391304347826	8.58695652173913	35.80152671755725	5.908396946564885	-106.22900763358778	0.416791604197901	-0.46326836581709147	-0.27136431784107945	
1.6342618895738525E12	-2.358695652173913	1.8043478260869565	8.76086956521739	36.10687022900763	23.053435114503817	-108.22900763358778	0.424287856071964	-0.4587706146926537	-0.25487256371814093	
1.6342618895933838E12	-3.010869565217391	2.032608695652174	8.83695652173913	32.79389312977099	22.0	-112.12213740458014	0.4287856071964018	-0.4407796101949025	-0.24887556221889054	
1.634261889612915E12	-3.4782608695652173	2.3478260869565215	9.26086956521739	30.946564885496183	4.549618320610687	-112.51908396946564	0.44377811094452774	-0.424287856071964	-0.2338830584707646	
1.6342618896324463E12	-3.1739130434782608	2.902173913043478	9.728260869565217	26.900763358778626	-14.229007633587786	-112.15267175572518	0.4452773613193403	-0.4077961019490255	-0.23088455772113942	
1.6342618896519775E12	-2.043478260869565	3.293478260869565	9.967391304347826	17.053435114503817	-21.541984732824428	-111.43511450381679	0.4512743628185907	-0.39730134932533734	-0.22188905547226387	
1.6342618896715088E12	-1.0978260869565217	3.5978260869565215	10.304347826086957	4.99236641221374	-9.694656488549619	-106.27480916030534	0.45277361319340326	-0.3778110944527736	-0.20689655172413793	
1.63426188969104E12	-1.3478260869565217	3.5652173913043477	10.51086956521739	-8.763358778625953	1.0076335877862594	-98.01526717557252	0.44377811094452774	-0.35982008995502246	-0.19790104947526235	
1.6342618897105713E12	-1.8369565217391304	3.184782608695652	10.380434782608695	-20.580152671755723	-4.213740458015267	-92.53435114503816	0.44377811094452774	-0.3448275862068965	-0.1874062968515742	
1.6342618897301025E12	-2.358695652173913	2.4239130434782608	10.315217391304348	-28.198473282442748	-28.061068702290076	-86.80916030534351	0.4452773613193403	-0.32233883058470764	-0.1829085457271364	
1.6342618897496338E12	-2.0760869565217392	1.6521739130434783	10.76086956521739	-25.84732824427481	-44.94656488549618	-83.25190839694656	0.44377811094452774	-0.3058470764617691	-0.1829085457271364	
